日期,買入價,股數,成本,期末價,最終市值,獲利,報酬率%
2024-07-29,44.22286605834961,1,44.22286605834961,61.79999923706055,61.79999923706055,17.577133178710938,39.74670740589018
2024-07-30,44.28408050537109,1,44.28408050537109,61.79999923706055,61.79999923706055,17.51591873168946,39.55353375704618
2024-08-01,42.77814865112305,1,42.77814865112305,61.79999923706055,61.79999923706055,19.0218505859375,44.466278195136724
2024-08-04,38.872535705566406,1,38.872535705566406,61.79999923706055,61.79999923706055,22.92746353149414,58.98113697844263
2024-08-05,41.015113830566406,1,41.015113830566406,61.79999923706055,61.79999923706055,20.78488540649414,50.67616170067596
2024-09-10,42.08028030395508,1,42.08028030395508,61.79999923706055,61.79999923706055,19.71971893310547,46.862137777281
2024-11-20,46.36544418334961,1,46.36544418334961,61.79999923706055,61.79999923706055,15.434555053710938,33.28891877467157
2025-03-09,45.98844528198242,1,45.98844528198242,61.79999923706055,61.79999923706055,15.811553955078125,34.381579673172496
2025-03-10,45.18163299560547,1,45.18163299560547,61.79999923706055,61.79999923706055,16.618366241455078,36.781243039779994
2025-03-11,45.38023376464844,1,45.38023376464844,61.79999923706055,61.79999923706055,16.41976547241211,36.18263748390657
2025-03-12,44.95820617675781,1,44.95820617675781,61.79999923706055,61.79999923706055,16.841793060302734,37.46099876424672
2025-03-13,44.80925369262695,1,44.80925369262695,61.79999923706055,61.79999923706055,16.990745544433594,37.91793914039077
2025-04-06,39.32291412353516,1,39.32291412353516,61.79999923706055,61.79999923706055,22.477085113525384,57.16027312450025
2025-04-07,38.0444221496582,1,38.0444221496582,61.79999923706055,61.79999923706055,23.755577087402344,62.441681973649764
2025-04-08,36.29425430297852,1,36.29425430297852,61.79999923706055,61.79999923706055,25.505744934082024,70.27488351507162
2025-11-17,60.45000076293945,1,60.45000076293945,61.79999923706055,61.79999923706055,1.3499984741210938,2.23324806796156
2025-11-18,60.04999923706055,1,60.04999923706055,61.79999923706055,61.79999923706055,1.75,2.9142381719131936
2025-11-23,59.54999923706055,1,59.54999923706055,61.79999923706055,61.79999923706055,2.25,3.7783375798932464
2025-11-24,60.34999847412109,1,60.34999847412109,61.79999923706055,61.79999923706055,1.4500007629394602,2.4026525262651677
