Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,stock_id,market
2009-01-12 00:00:00+08:00,44.737997768720724,50.75815356058602,44.737997768720724,48.397308349609375,10150709,0.0,0.0,3576,TW
2009-01-13 00:00:00+08:00,46.98080190303684,47.09884298789821,45.44625100401024,46.27254867553711,3914218,0.0,0.0,3576,TW
2009-01-14 00:00:00+08:00,46.27254867553711,47.925137300259316,46.27254867553711,46.27254867553711,3204034,0.0,0.0,3576,TW
2009-01-15 00:00:00+08:00,43.67561601459788,45.44624900548251,43.08540725708008,43.08540725708008,2860132,0.0,0.0,3576,TW
2009-01-16 00:00:00+08:00,43.2034463321254,44.206805540265435,41.90498107933648,42.02302551269531,2552037,0.0,0.0,3576,TW
2009-01-19 00:00:00+08:00,40.01631103081436,40.01631103081436,38.1276335030331,38.24567794799805,3479305,0.0,0.0,3576,TW
2009-01-20 00:00:00+08:00,37.53742566150256,40.13435312873471,36.59308687379729,39.19001770019531,2971285,0.0,0.0,3576,TW
2009-01-21 00:00:00+08:00,37.83252898467763,38.717843804291014,37.83252898467763,38.06861114501953,1736668,0.0,0.0,3576,TW
2009-02-02 00:00:00+08:00,38.95393054474294,40.72456359863281,38.186656781251614,40.72456359863281,2367777,0.0,0.0,3576,TW
2009-02-03 00:00:00+08:00,40.96064815361774,43.08540776786888,40.96064815361774,41.90498352050781,3177178,0.0,0.0,3576,TW
2009-02-04 00:00:00+08:00,42.31813101419957,42.37715491438941,40.84260405193302,41.07868957519531,1909738,0.0,0.0,3576,TW
2009-02-05 00:00:00+08:00,40.48847967691607,42.25911280100377,40.13435305209853,41.31477737426758,1553154,0.0,0.0,3576,TW
2009-02-06 00:00:00+08:00,41.904981532857484,42.73127913865015,40.60651962518128,40.84260177612305,2533387,0.0,0.0,3576,TW
2009-02-09 00:00:00+08:00,41.078692733914146,42.613240355202876,41.078692733914146,41.43281936645508,2308844,0.0,0.0,3576,TW
2009-02-10 00:00:00+08:00,42.023032923049335,42.436180114746094,41.668902919690915,42.436180114746094,2087284,0.0,0.0,3576,TW
2009-02-11 00:00:00+08:00,41.66890234207188,45.38723373413086,41.66890234207188,45.38723373413086,4478934,0.0,0.0,3576,TW
2009-02-12 00:00:00+08:00,46.036462390635364,46.62667452358124,43.67561721801758,43.67561721801758,4373003,0.0,0.0,3576,TW
2009-02-13 00:00:00+08:00,44.2658313159576,45.91842334606644,43.91170469230326,45.56429672241211,2772105,0.0,0.0,3576,TW
2009-02-16 00:00:00+08:00,45.32821143990063,47.09884456805433,45.09212590309151,46.03646469116211,3007838,0.0,0.0,3576,TW
2009-02-17 00:00:00+08:00,46.03646829237366,46.626680500982985,44.50192058098879,44.73800277709961,2048493,0.0,0.0,3576,TW
2009-02-18 00:00:00+08:00,43.32149033143121,44.147787984073666,42.25911051446149,43.20344924926758,1885121,0.0,0.0,3576,TW
2009-02-19 00:00:00+08:00,42.849323364655156,44.61995642273323,42.849323364655156,43.73463821411133,1289819,0.0,0.0,3576,TW
2009-02-20 00:00:00+08:00,43.20345098860527,44.26583084834559,42.495197748778395,42.55421829223633,1596422,0.0,0.0,3576,TW
2009-02-23 00:00:00+08:00,41.90498076779674,42.495192852706616,40.842601030458205,41.6098747253418,2062667,0.0,0.0,3576,TW
2009-02-24 00:00:00+08:00,40.96065074945004,41.550859551368696,40.84260630173361,41.31477737426758,1083179,0.0,0.0,3576,TW
2009-02-25 00:00:00+08:00,42.84932363107889,44.20680954390679,42.495197017261425,44.147789001464844,2629620,0.0,0.0,3576,TW
2009-02-26 00:00:00+08:00,43.97072570470803,43.97072570470803,42.6132397397138,42.67226028442383,1739652,0.0,0.0,3576,TW
