Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,stock_id,market
2000-01-04 00:00:00+08:00,33.649898529052734,33.649898529052734,33.082769797878484,33.649898529052734,200662336736,0.0,0.0,2330,TW
2000-01-05 00:00:00+08:00,33.649901974915345,34.40601348876953,33.271755910269256,34.40601348876953,402466805912,0.0,0.0,2330,TW
2000-01-06 00:00:00+08:00,34.217027260226985,34.406009965478574,33.649898529052734,33.649898529052734,197545715802,0.0,0.0,2330,TW
2000-01-07 00:00:00+08:00,32.51564526109305,33.08277406542466,32.13749918639105,32.704627990722656,235270344752,0.0,0.0,2330,TW
2000-01-10 00:00:00+08:00,33.64990732105485,34.02787283031234,33.08277844170193,33.838890075683594,276171685539,0.0,0.0,2330,TW
2000-01-11 00:00:00+08:00,34.21703397582418,34.59499946050865,33.08277629086089,33.271759033203125,277769544650,0.0,0.0,2330,TW
2000-01-12 00:00:00+08:00,33.46073373821976,34.21702575683594,33.271751041271486,34.21702575683594,216246806621,0.0,0.0,2330,TW
2000-01-13 00:00:00+08:00,34.217027260226985,34.217027260226985,33.649898529052734,33.649898529052734,147490954216,0.0,0.0,2330,TW
2000-01-14 00:00:00+08:00,34.02786742412344,34.97314227801967,33.83888469951939,34.40601348876953,288318964353,0.0,0.0,2330,TW
2000-01-17 00:00:00+08:00,35.918412806250295,35.918412806250295,35.35128402709961,35.35128402709961,155256940719,0.0,0.0,2330,TW
2000-01-18 00:00:00+08:00,35.351277980741486,35.351277980741486,34.594989680299555,34.78415298461914,131648031590,0.0,0.0,2330,TW
2000-01-19 00:00:00+08:00,34.78415298461914,35.351277980741486,34.594989680299555,34.78415298461914,134848688061,0.0,0.0,2330,TW
2000-01-20 00:00:00+08:00,34.78415955341562,34.78415955341562,34.21703076416548,34.40601348876953,125758120596,0.0,0.0,2330,TW
2000-01-21 00:00:00+08:00,34.406016734633006,35.16212463378906,34.406016734633006,35.16212463378906,113397441219,0.0,0.0,2330,TW
2000-01-24 00:00:00+08:00,35.54027557373047,36.10740449371111,35.35129280556346,35.54027557373047,175113122879,0.0,0.0,2330,TW
2000-01-25 00:00:00+08:00,36.48553466796875,36.48553466796875,35.91840599634216,36.48553466796875,223692148326,0.0,0.0,2330,TW
