Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,stock_id,market
1993-01-29 00:00:00-05:00,24.330324491769456,24.330324491769456,24.20927810126314,24.313032150268555,1003200,0.0,0.0,0.0,SPY,US
1993-02-01 00:00:00-05:00,24.33033269542759,24.485963821411133,24.33033269542759,24.485963821411133,480500,0.0,0.0,0.0,SPY,US
1993-02-02 00:00:00-05:00,24.4686590911134,24.55512078401486,24.416782075372524,24.53782844543457,201300,0.0,0.0,0.0,SPY,US
1993-02-03 00:00:00-05:00,24.572427327995353,24.814520208074125,24.5551349794183,24.79722785949707,529400,0.0,0.0,0.0,SPY,US
1993-02-04 00:00:00-05:00,24.88368193043603,24.952851303418477,24.607004438506234,24.90097427368164,531500,0.0,0.0,0.0,SPY,US
1993-02-05 00:00:00-05:00,24.8836727142334,24.93554972475647,24.745334019505208,24.8836727142334,492100,0.0,0.0,0.0,SPY,US
1993-02-08 00:00:00-05:00,24.8836727142334,24.970134398438518,24.84908804055135,24.8836727142334,596100,0.0,0.0,0.0,SPY,US
1993-02-09 00:00:00-05:00,24.79722375249095,24.79722375249095,24.658884986786678,24.71076202392578,122100,0.0,0.0,0.0,SPY,US
1993-02-10 00:00:00-05:00,24.710744236666866,24.76262123646393,24.64157490360412,24.745328903198242,379600,0.0,0.0,0.0,SPY,US
1993-02-11 00:00:00-05:00,24.779930410531033,24.970146205727016,24.779930410531033,24.866392135620117,19500,0.0,0.0,0.0,SPY,US
1993-02-12 00:00:00-05:00,24.831801416494667,24.831801416494667,24.676170349121094,24.676170349121094,42500,0.0,0.0,0.0,SPY,US
1993-02-16 00:00:00-05:00,24.60700294527538,24.60700294527538,24.0190633106026,24.053647994995117,374800,0.0,0.0,0.0,SPY,US
1993-02-17 00:00:00-05:00,24.053654040878627,24.088238733964,23.9498999616225,24.036361694335938,210900,0.0,0.0,0.0,SPY,US
1993-02-18 00:00:00-05:00,24.313033774741868,24.313033774741868,23.690509439115477,24.01906394958496,378100,0.0,0.0,0.0,SPY,US
1993-02-19 00:00:00-05:00,24.01906995759633,24.105531692504883,23.98448526363291,24.105531692504883,34900,0.0,0.0,0.0,SPY,US
1993-02-22 00:00:00-05:00,24.174693742251723,24.226570767449687,24.105524375321103,24.191986083984375,513600,0.0,0.0,0.0,SPY,US
1993-02-23 00:00:00-05:00,24.2611615135946,24.278453859648483,24.053653360948033,24.174699783325195,373700,0.0,0.0,0.0,SPY,US
1993-02-24 00:00:00-05:00,24.191993916775548,24.485963821411133,24.191993916775548,24.485963821411133,26300,0.0,0.0,0.0,SPY,US
1993-02-25 00:00:00-05:00,24.4686590911134,24.55512078401486,24.416782075372524,24.53782844543457,44500,0.0,0.0,0.0,SPY,US
1993-02-26 00:00:00-05:00,24.58971437243489,24.58971437243489,24.451375613658886,24.57242202758789,66200,0.0,0.0,0.0,SPY,US
1993-03-01 00:00:00-05:00,24.658888887500964,24.658888887500964,24.468673054567926,24.503257751464844,66500,0.0,0.0,0.0,SPY,US
1993-03-02 00:00:00-05:00,24.520545235263786,24.866392135620117,24.485960545228153,24.866392135620117,182400,0.0,0.0,0.0,SPY,US
1993-03-03 00:00:00-05:00,24.900978701266556,24.987440432868176,24.866394008625907,24.97014808654785,280100,0.0,0.0,0.0,SPY,US
1993-03-04 00:00:00-05:00,25.004737306770178,25.004737306770178,24.83181381225586,24.83181381225586,89500,0.0,0.0,0.0,SPY,US
1993-03-05 00:00:00-05:00,24.866382585557478,24.970136615817108,24.745336216921245,24.76262855529785,40000,0.0,0.0,0.0,SPY,US
1993-03-08 00:00:00-05:00,24.81452371253342,25.316001892089844,24.81452371253342,25.316001892089844,50800,0.0,0.0,0.0,SPY,US
1993-03-09 00:00:00-05:00,25.264103563294334,25.28139589975107,25.177641881010643,25.22951889038086,169300,0.0,0.0,0.0,SPY,US
1993-03-10 00:00:00-05:00,25.22953698540517,25.281414031982422,25.125782892250655,25.281414031982422,194400,0.0,0.0,0.0,SPY,US
1993-03-11 00:00:00-05:00,25.298698120483483,25.367867493335112,25.177651717993133,25.212236404418945,70900,0.0,0.0,0.0,SPY,US
1993-03-12 00:00:00-05:00,25.004727369534496,25.022019712113703,24.797219258584004,24.952850341796875,643600,0.0,0.0,0.0,SPY,US
1993-03-15 00:00:00-05:00,24.935569050229827,25.073907852172848,24.935569050229827,25.07390785217285,310800,0.0,0.0,0.0,SPY,US
1993-03-16 00:00:00-05:00,25.073907852172848,25.14307725314436,25.073907852172848,25.07390785217285,30800,0.0,0.0,0.0,SPY,US
1993-03-17 00:00:00-05:00,25.039318447391,25.039318447391,24.88368732444451,24.918272018432617,21800,0.0,0.0,0.0,SPY,US
1993-03-18 00:00:00-05:00,25.022030801444217,25.177661953630118,25.022030801444217,25.07390785217285,59300,0.0,0.0,0.0,SPY,US
1993-03-19 00:00:00-05:00,25.174936040419,25.174936040419,25.03594398498535,25.03594398498535,66900,0.213,0.0,0.0,SPY,US
1993-03-22 00:00:00-05:00,24.79271713171651,24.94908325237905,24.77534311830956,24.896961212158203,183400,0.0,0.0,0.0,SPY,US
1993-03-23 00:00:00-05:00,24.966463067737465,24.983837085181957,24.91434101540398,24.94908905029297,55200,0.0,0.0,0.0,SPY,US
1993-03-24 00:00:00-05:00,24.91434101540398,25.053333154959933,24.792722893292527,24.94908905029297,37200,0.0,0.0,0.0,SPY,US
1993-03-25 00:00:00-05:00,24.966465154733623,25.157579362598668,24.93171711693998,25.105457305908203,110100,0.0,0.0,0.0,SPY,US
1993-03-26 00:00:00-05:00,25.088088877763532,25.105462900532064,24.949096695615257,24.96647071838379,101500,0.0,0.0,0.0,SPY,US
1993-03-29 00:00:00-05:00,24.98383723342906,25.192325444000097,24.98383723342906,25.070707321166992,87100,0.0,0.0,0.0,SPY,US
1993-03-30 00:00:00-05:00,25.10544782189064,25.140195846557617,25.070699797223664,25.140195846557617,56000,0.0,0.0,0.0,SPY,US
1993-03-31 00:00:00-05:00,25.209689955493722,25.279185999478543,25.122819900512695,25.122819900512695,111600,0.0,0.0,0.0,SPY,US
1993-04-01 00:00:00-05:00,25.157562033489793,25.157562033489793,24.983821964197737,25.03594398498535,129500,0.0,0.0,0.0,SPY,US
1993-04-02 00:00:00-05:00,24.827472321789454,24.827472321789454,24.51473999023437,24.514739990234375,59400,0.0,0.0,0.0,SPY,US
1993-04-05 00:00:00-04:00,24.705844771542566,24.705844771542566,24.566852677187896,24.636348724365234,172200,0.0,0.0,0.0,SPY,US
1993-04-06 00:00:00-04:00,24.688478318771512,24.688478318771512,24.497364130519237,24.56686019897461,129700,0.0,0.0,0.0,SPY,US
1993-04-07 00:00:00-04:00,24.60158550109218,24.65370750427246,24.549463497911898,24.65370750427246,28000,0.0,0.0,0.0,SPY,US
1993-04-08 00:00:00-04:00,24.75797061610575,24.75797061610575,24.514734413561555,24.61897850036621,180800,0.0,0.0,0.0,SPY,US
1993-04-12 00:00:00-04:00,24.862226581772585,24.983844741152325,24.827478536235517,24.96647071838379,348500,0.0,0.0,0.0,SPY,US
1993-04-13 00:00:00-04:00,24.949087233013575,25.105453378624386,24.9317132168346,25.018583297729492,146100,0.0,0.0,0.0,SPY,US
1993-04-14 00:00:00-04:00,25.035953446124292,25.053327459619176,24.96645739214477,24.98383140563965,119600,0.0,0.0,0.0,SPY,US
1993-04-15 00:00:00-04:00,24.96645739214477,25.035953446124292,24.87958732467036,24.98383140563965,148600,0.0,0.0,0.0,SPY,US
1993-04-16 00:00:00-04:00,25.00120541913453,25.035953446124292,24.949083378649885,24.98383140563965,47900,0.0,0.0,0.0,SPY,US
1993-04-19 00:00:00-04:00,24.983829338457333,25.053325386686698,24.86221125405594,24.87958526611328,157000,0.0,0.0,0.0,SPY,US
1993-04-20 00:00:00-04:00,24.844840882953843,24.879588912160774,24.601604678505346,24.757970809936523,279500,0.0,0.0,0.0,SPY,US
1993-04-21 00:00:00-04:00,24.810100480411826,24.810100480411826,24.6711083208577,24.740604400634766,67900,0.0,0.0,0.0,SPY,US
1993-04-22 00:00:00-04:00,24.636356093296794,24.844844297189294,24.427867889404297,24.427867889404297,97700,0.0,0.0,0.0,SPY,US
1993-04-23 00:00:00-04:00,24.375736150741577,24.445232191085818,24.28886610031128,24.3236141204834,106000,0.0,0.0,0.0,SPY,US
1993-04-26 00:00:00-04:00,24.34099166079165,24.427861723820886,24.0630074590981,24.132503509521484,62600,0.0,0.0,0.0,SPY,US
1993-04-27 00:00:00-04:00,24.097769060705463,24.39312744140625,24.097769060705463,24.39312744140625,156800,0.0,0.0,0.0,SPY,US
1993-04-28 00:00:00-04:00,24.35837934767664,24.410501414754407,24.30625728059887,24.341005325317383,85900,0.0,0.0,0.0,SPY,US
1993-04-29 00:00:00-04:00,24.393123683644767,24.44524574279785,24.2541315259032,24.44524574279785,85000,0.0,0.0,0.0,SPY,US
1993-04-30 00:00:00-04:00,24.53211014519523,24.618980223613057,24.47998809814453,24.47998809814453,88500,0.0,0.0,0.0,SPY,US
1993-05-03 00:00:00-04:00,24.514730641804896,24.636348724365234,24.410486571038895,24.636348724365234,80500,0.0,0.0,0.0,SPY,US
1993-05-04 00:00:00-04:00,24.68847851274052,24.810096633492936,24.65373047823983,24.72322654724121,149100,0.0,0.0,0.0,SPY,US
1993-05-05 00:00:00-04:00,24.72320951476495,24.87957556229333,24.72320951476495,24.792705535888672,109000,0.0,0.0,0.0,SPY,US
1993-05-06 00:00:00-04:00,24.757968826132988,24.775342839344308,24.688472773287703,24.705846786499023,54700,0.0,0.0,0.0,SPY,US
1993-05-07 00:00:00-04:00,24.72320350851283,24.72320350851283,24.618959502152272,24.65370750427246,68000,0.0,0.0,0.0,SPY,US
1993-05-10 00:00:00-04:00,24.688472773287703,24.844838892189596,24.688472773287703,24.705846786499023,113900,0.0,0.0,0.0,SPY,US
1993-05-11 00:00:00-04:00,24.705856435439166,24.810100555419922,24.636360355451995,24.810100555419922,42600,0.0,0.0,0.0,SPY,US
