Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,stock_id,market
2010-09-09 00:00:00-04:00,77.890897097675,77.890897097675,76.85741741383433,76.99420166015625,26500,0.0,0.0,0.0,VOO,US
2010-09-10 00:00:00-04:00,77.26780578174022,77.40459009113474,76.97904148309182,77.34379577636719,8600,0.0,0.0,0.0,VOO,US
2010-09-13 00:00:00-04:00,78.24050017041556,78.3772844947455,77.89094151883141,78.31649017333984,33750,0.0,0.0,0.0,VOO,US
2010-09-14 00:00:00-04:00,78.14930661994204,78.63565538064961,77.7997479776096,78.3012924194336,59400,0.0,0.0,0.0,VOO,US
2010-09-15 00:00:00-04:00,77.98208525302167,78.55961355976186,77.81490387035295,78.49882507324219,9250,0.0,0.0,0.0,VOO,US
2010-09-16 00:00:00-04:00,78.28609237905596,78.51406818364934,78.04292089306693,78.46847534179688,59550,0.0,0.0,0.0,VOO,US
2010-09-17 00:00:00-04:00,78.93960792795623,78.93960792795623,78.28608354603561,78.5444564819336,49350,0.0,0.0,0.0,VOO,US
2010-09-20 00:00:00-04:00,78.83319606694668,79.82108306884766,78.62042183211585,79.82108306884766,19000,0.0,0.0,0.0,VOO,US
2010-09-21 00:00:00-04:00,79.80589658831667,80.12506379818362,79.24356374810262,79.57792663574219,19250,0.0,0.0,0.0,VOO,US
2010-09-22 00:00:00-04:00,79.45635716575862,79.82111729448668,79.00041135309772,79.15239715576172,18100,0.0,0.0,0.0,VOO,US
2010-09-23 00:00:00-04:00,78.51402074545659,79.28912757695636,78.36204083266433,78.49882507324219,33350,0.0,0.0,0.0,VOO,US
2010-09-24 00:00:00-04:00,79.4141916693022,80.14766818946721,79.3530671686668,80.10182189941406,24100,0.558,0.0,0.0,VOO,US
2010-09-27 00:00:00-04:00,80.20880071066684,80.20880071066684,79.71981048583984,79.71981048583984,15000,0.0,0.0,0.0,VOO,US
2010-09-28 00:00:00-04:00,79.70451697732317,80.23934173583984,79.01688098126411,80.23934173583984,49850,0.0,0.0,0.0,VOO,US
