Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,stock_id,market
1980-12-12 00:00:00-05:00,0.09838946908712387,0.09881722564755765,0.09838946908712387,0.09838946908712387,469033600,0.0,0.0,AAPL,US
1980-12-15 00:00:00-05:00,0.093684177906553,0.093684177906553,0.09325642138719559,0.09325642138719559,175884800,0.0,0.0,AAPL,US
1980-12-16 00:00:00-05:00,0.08683936111701215,0.08683936111701215,0.08641161024570465,0.08641161024570465,105728000,0.0,0.0,AAPL,US
1980-12-17 00:00:00-05:00,0.0885503888130188,0.0889781454575931,0.0885503888130188,0.0885503888130188,86441600,0.0,0.0,AAPL,US
1980-12-18 00:00:00-05:00,0.09111768007278442,0.09154543099401138,0.09111768007278442,0.09111768007278442,73449600,0.0,0.0,AAPL,US
1980-12-19 00:00:00-05:00,0.09667844325304031,0.09710619976473643,0.09667844325304031,0.09667844325304031,48630400,0.0,0.0,AAPL,US
1980-12-22 00:00:00-05:00,0.10138371586799622,0.10181223760906977,0.10138371586799622,0.10138371586799622,37363200,0.0,0.0,AAPL,US
1980-12-23 00:00:00-05:00,0.10566207766532898,0.1060898343366984,0.10566207766532898,0.10566207766532898,46950400,0.0,0.0,AAPL,US
1980-12-24 00:00:00-05:00,0.11122287064790726,0.11165062728283155,0.11122287064790726,0.11122287064790726,48003200,0.0,0.0,AAPL,US
1980-12-26 00:00:00-05:00,0.12148982286453247,0.12191757983808617,0.12148982286453247,0.12148982286453247,55574400,0.0,0.0,AAPL,US
1980-12-29 00:00:00-05:00,0.12320075929164886,0.12362851598728707,0.12320075929164886,0.12320075929164886,93161600,0.0,0.0,AAPL,US
1980-12-30 00:00:00-05:00,0.12063428031164442,0.12063428031164442,0.12020653486251832,0.12020653486251831,68880000,0.0,0.0,AAPL,US
1980-12-31 00:00:00-05:00,0.11721223999491111,0.11721223999491111,0.11678448319435118,0.1167844831943512,35750400,0.0,0.0,AAPL,US
1981-01-02 00:00:00-05:00,0.11806771904230118,0.11892323247581674,0.11806771904230118,0.11806771904230118,21660800,0.0,0.0,AAPL,US
1981-01-05 00:00:00-05:00,0.11592890307155514,0.11592890307155514,0.11550115793943405,0.11550115793943405,35728000,0.0,0.0,AAPL,US
1981-01-06 00:00:00-05:00,0.11079508444932833,0.11079508444932833,0.11036732792854309,0.11036732792854309,45158400,0.0,0.0,AAPL,US
1981-01-07 00:00:00-05:00,0.1060898343366984,0.1060898343366984,0.10566207766532898,0.10566207766532898,55686400,0.0,0.0,AAPL,US
1981-01-08 00:00:00-05:00,0.10395102930905734,0.10395102930905734,0.10352328419685364,0.10352328419685364,39827200,0.0,0.0,AAPL,US
1981-01-09 00:00:00-05:00,0.10908411443233491,0.10951187112818149,0.10908411443233491,0.1090841144323349,21504000,0.0,0.0,AAPL,US
1981-01-12 00:00:00-05:00,0.10908410339745453,0.10908410339745453,0.10822860151529312,0.10822860151529312,23699200,0.0,0.0,AAPL,US
1981-01-13 00:00:00-05:00,0.10480654621415493,0.10480654621415493,0.10437878966331482,0.10437878966331482,23049600,0.0,0.0,AAPL,US
1981-01-14 00:00:00-05:00,0.10480659455060959,0.1052343512987297,0.10480659455060959,0.10480659455060959,14291200,0.0,0.0,AAPL,US
1981-01-15 00:00:00-05:00,0.10694535821676254,0.10780086022080493,0.10694535821676254,0.10694535821676254,14067200,0.0,0.0,AAPL,US
1981-01-16 00:00:00-05:00,0.10651754965094276,0.10651754965094276,0.10608979314565659,0.10608979314565659,13395200,0.0,0.0,AAPL,US
1981-01-19 00:00:00-05:00,0.11250609904527664,0.11293385556581777,0.11250609904527664,0.11250609904527664,41574400,0.0,0.0,AAPL,US
1981-01-20 00:00:00-05:00,0.10951187112818149,0.10951187112818149,0.10908411443233491,0.1090841144323349,30083200,0.0,0.0,AAPL,US
1981-01-21 00:00:00-05:00,0.11122287064790726,0.11207837249476776,0.11122287064790726,0.11122287064790726,15904000,0.0,0.0,AAPL,US
1981-01-22 00:00:00-05:00,0.11250609904527664,0.11336161208635888,0.11250609904527664,0.11250609904527664,35548800,0.0,0.0,AAPL,US
1981-01-23 00:00:00-05:00,0.11250616267917272,0.11293391944165464,0.11207840591669083,0.11207840591669083,11222400,0.0,0.0,AAPL,US
1981-01-26 00:00:00-05:00,0.11079508444932833,0.11079508444932833,0.11036732792854309,0.11036732792854309,24640000,0.0,0.0,AAPL,US
